nro_curso,cod_materia,profesor,nombre,virtual,h_desde,h_hasta,dia,id_cuatrimestre,id_prof,hora_desde,hora_hasta,Es_Individual
9162,PNOC,IA,1er. Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 10:30:00.000,Viernes,57,171,09:00,10:30,0
9163,NTM2,DJ,1er. Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 10:30:00.000,Jueves,57,6,09:00,10:30,0
9165,APC2,JPR,2do Cuatrimestre 2023,0,1900-01-01 13:30:00.000,1900-01-01 15:00:00.000,Lunes,58,12,13:30,15:00,0
9166,APC3,JPR,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 13:30:00.000,Lunes,58,12,12:00,13:30,0
9167,GUIB,PAN,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 13:00:00.000,Lunes,58,122,12:00,13:00,0
9168,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Lunes,58,160,13:00,14:00,0
9169,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 16:00:00.000,Lunes,58,160,15:00,16:00,0
9170,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 16:00:00.000,1900-01-01 17:00:00.000,Lunes,58,160,16:00,17:00,0
9171,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 18:00:00.000,1900-01-01 19:00:00.000,Lunes,58,160,18:00,19:00,0
9187,CAN,LF,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 16:30:00.000,Lunes,58,202,12:00,16:30,1
9190,APT1,FR,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Lunes,58,159,17:00,18:30,0
9197,APM,CR,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,58,124,10:00,11:30,0
9198,APC1,DJ,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,6,11:30,13:00,0
9199,TPT,AO,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,58,194,10:00,11:30,1
9200,NTM1,CMZ,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,58,104,10:00,11:30,0
9201,PNOC,PH,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,58,204,10:00,11:30,0
9221,EAP1,CR,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,58,124,13:00,14:30,0
9222,BAJ,AH,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Martes,58,120,15:00,17:00,1
9223,BAJ,AH,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,120,18:30,20:00,1
9224,EVOC,CR,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Martes,58,124,15:30,17:00,0
9225,INA1,PH,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,204,11:30,13:00,0
9226,INA2,CR,2do Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Martes,58,124,17:00,18:30,0
9241,CAN,SA,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 16:00:00.000,Martes,58,208,10:00,16:00,1
9242,CAN,RC,2do Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 20:00:00.000,Martes,58,189,14:00,20:00,1
9243,CAN,EE,2do Cuatrimestre 2023,1,1900-01-01 13:00:00.000,1900-01-01 15:00:00.000,Martes,58,101,13:00,15:00,1
9244,PNO,PH,2do Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 14:00:00.000,Mi�rcoles,58,204,11:00,14:00,1
9245,GUIA,EP,2do Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 12:00:00.000,Mi�rcoles,58,160,11:00,12:00,0
9246,GUIA,EP,2do Cuatrimestre 2023,0,1900-01-01 16:30:00.000,1900-01-01 17:30:00.000,Mi�rcoles,58,160,16:30,17:30,0
9247,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:00:00.000,Mi�rcoles,58,160,10:00,11:00,0
9037,EAP2,IA,1er. Cuatrimestre 2023,1,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Mi�rcoles,57,171,13:00,14:30,0
9038,CAN,RC,1er. Cuatrimestre 2023,1,1900-01-01 12:00:00.000,1900-01-01 15:00:00.000,Mi�rcoles,57,189,12:00,15:00,1
9039,NTM2,IA,1er. Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,57,171,10:00,11:30,0
9040,PNOC,IA,1er. Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,57,171,11:30,13:00,0
9052,INA2,EP,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Mi�rcoles,57,160,13:00,14:30,0
9053,CAN,NOM,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 17:00:00.000,Mi�rcoles,57,21,10:00,17:00,1
9054,GUIB,EP,1er. Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 12:00:00.000,Mi�rcoles,57,160,11:00,12:00,0
9055,GUIA,EP,1er. Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 13:00:00.000,Mi�rcoles,57,160,12:00,13:00,0
9056,GUIB,CMZ,1er. Cuatrimestre 2023,0,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Mi�rcoles,57,104,17:30,18:30,0
9057,LBC,PD,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,57,132,10:00,11:30,0
9058,ERI,PD,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Mi�rcoles,57,132,13:00,14:30,0
9059,GUIB,AS,1er. Cuatrimestre 2023,1,1900-01-01 10:30:00.000,1900-01-01 11:30:00.000,Mi�rcoles,57,190,10:30,11:30,0
9061,PNOC,GT,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,57,17,10:00,11:30,0
9062,EAP3,GT,1er. Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,57,17,11:30,13:00,0
9063,ARR1,GT,1er. Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,57,17,18:30,20:00,0
9064,EJAD,GT,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Jueves,57,17,13:00,14:30,0
9065,EPOP,CN-,1er. Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,57,193,11:30,13:00,0
9066,GUIB,PAN,1er. Cuatrimestre 2023,0,1900-01-01 16:00:00.000,1900-01-01 17:00:00.000,Jueves,57,122,16:00,17:00,0
9067,IPM,SB,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Jueves,57,127,13:00,14:30,0
9068,MEZ1,PC,1er. Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 16:30:00.000,Jueves,57,195,15:00,16:30,0
9069,PTS,PC,1er. Cuatrimestre 2023,0,1900-01-01 13:30:00.000,1900-01-01 15:00:00.000,Jueves,57,195,13:30,15:00,0
9070,TAM,PC,1er. Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,57,195,17:00,18:30,0
9071,APC1,GT,1er. Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,57,17,17:00,18:30,0
9072,NTM1,PAN,1er. Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,57,122,18:30,20:00,0
9073,CAN,RC,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,57,189,10:00,11:30,1
9074,CAN,EE,1er. Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 14:30:00.000,Jueves,57,101,11:00,14:30,1
9075,CAN,RC,1er. Cuatrimestre 2023,0,1900-01-01 13:30:00.000,1900-01-01 15:30:00.000,Jueves,57,189,13:30,15:30,1
9076,CAN,EE,1er. Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 20:00:00.000,Jueves,57,101,15:30,20:00,1
9077,ECBC,RN,1er. Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,57,19,18:30,20:00,0
9078,EAP2,PAN,1er. Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,57,122,17:00,18:30,0
9080,GUIB,PAN,1er. Cuatrimestre 2023,0,1900-01-01 10:30:00.000,1900-01-01 11:30:00.000,Jueves,57,122,10:30,11:30,0
9081,MEZ3,SB,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,57,127,10:00,11:30,0
9082,BAT,FM,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 14:00:00.000,Jueves,57,9,10:00,14:00,1
9083,TRL2,ADM,1er. Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 15:30:00.000,Jueves,57,141,14:00,15:30,0
9084,TRL1,ADM,1er. Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Jueves,57,141,15:30,17:00,0
9085,EFLA,ADM,1er. Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,57,141,17:00,18:30,0
9086,TPXS,ADM,1er. Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,57,141,18:30,20:00,0
9087,TAM,SB,1er. Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,57,127,11:30,13:00,0
9088,INA1,PAN,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Jueves,57,122,13:00,14:30,0
9089,GUIB,PAN,1er. Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 15:30:00.000,Jueves,57,122,14:30,15:30,0
9090,PNO,PH,1er. Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Jueves,57,204,15:00,17:00,1
9101,EAP1,CMZ,1er. Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Jueves,57,104,17:00,18:30,0
9102,GUIB,CMZ,1er. Cuatrimestre 2023,1,1900-01-01 16:00:00.000,1900-01-01 17:00:00.000,Jueves,57,104,16:00,17:00,0
9103,NTM1,CMZ,1er. Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,57,104,18:30,20:00,0
9104,INA1,CMZ,1er. Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Jueves,57,104,20:00,21:30,0
9105,MEZ2,SB,1er. Cuatrimestre 2023,1,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Jueves,57,127,15:30,17:00,0
9106,BAT,FM,1er. Cuatrimestre 2023,1,1900-01-01 16:00:00.000,1900-01-01 18:00:00.000,Jueves,57,9,16:00,18:00,1
9107,GUIA,EP,1er. Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:00:00.000,Jueves,57,160,20:00,21:00,0
9108,GUIB,EP,1er. Cuatrimestre 2023,1,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Jueves,57,160,17:30,18:30,0
9109,TJZD,EP,1er. Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Jueves,57,160,18:30,20:00,0
9110,EAP1,CMZ,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,57,104,10:00,11:30,0
9111,GUIC,CMZ,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 16:30:00.000,Viernes,57,104,13:00,16:30,1
9112,NTM2,CMZ,1er. Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,57,104,11:30,13:00,0
9114,EFLC,IA,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,57,171,10:00,11:30,0
9115,EJAC,JPA,1er. Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,57,30,11:30,13:00,0
9116,GUIB,JPA,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Viernes,57,30,13:00,14:00,0
9144,TPR1,PD,1er. Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Viernes,57,132,13:00,14:30,0
9149,PR2,SB,1er. Cuatrimestre 2023,1,1900-01-01 14:00:00.000,1900-01-01 15:30:00.000,Lunes,57,127,14:00,15:30,0
9150,APC3,CR,1er. Cuatrimestre 2023,1,1900-01-01 17:30:00.000,1900-01-01 19:00:00.000,Mi�rcoles,57,124,17:30,19:00,0
9151,ARR1,GT,1er. Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,57,17,10:00,11:30,0
9158,GUIB,EP,1er. Cuatrimestre 2023,0,1900-01-01 17:00:00.000,1900-01-01 18:00:00.000,Lunes,57,160,17:00,18:00,0
9147,GUIB,PAN,1er. Cuatrimestre 2023,0,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Mi�rcoles,57,122,17:30,18:30,0
9153,INA1,CMZ,1er. Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Mi�rcoles,57,104,11:30,13:00,0
9159,TROB,AO,1er. Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 09:30:00.000,Martes,57,194,09:00,09:30,1
9181,PR2,SB,2do Cuatrimestre 2023,1,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Lunes,58,127,15:30,17:00,0
9182,AML,IA,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Lunes,58,171,18:30,20:00,0
9183,PNO,IA,2do Cuatrimestre 2023,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Lunes,58,171,17:00,18:30,1
9191,TAM,FR,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Lunes,58,159,18:30,20:00,0
9192,MEZ1,SB,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Lunes,58,127,11:30,13:00,0
9193,PNO,GT,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Lunes,58,17,10:00,11:30,1
9194,MAS,PLR,2do Cuatrimestre 2023,1,1900-01-01 17:30:00.000,1900-01-01 19:00:00.000,Lunes,58,8,17:30,19:00,0
9195,MEZ2,PLR,2do Cuatrimestre 2023,1,1900-01-01 16:00:00.000,1900-01-01 17:30:00.000,Lunes,58,8,16:00,17:30,0
9196,TIM3,CC,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 16:00:00.000,Lunes,58,24,14:30,16:00,0
9237,PNOC,GT,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Martes,58,17,13:00,14:30,0
9238,PNO,GT,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 17:00:00.000,Martes,58,17,15:00,17:00,1
9239,BAJ,PT,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 15:00:00.000,Martes,58,169,13:00,15:00,1
9269,PNOC,PH,2do Cuatrimestre 2023,0,1900-01-01 16:00:00.000,1900-01-01 17:30:00.000,Mi�rcoles,58,204,16:00,17:30,0
9270,CAN,NOM,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 17:00:00.000,Mi�rcoles,58,21,10:00,17:00,1
9271,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 13:00:00.000,Mi�rcoles,58,160,12:00,13:00,0
9272,GUIB,CMZ,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:00:00.000,Mi�rcoles,58,104,13:00,14:00,0
9273,GUIB,PAN,2do Cuatrimestre 2023,0,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,122,17:30,18:30,0
9274,GUIB,CMZ,2do Cuatrimestre 2023,0,1900-01-01 17:30:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,104,17:30,18:30,0
9275,CPC1,JPR,2do Cuatrimestre 2023,0,1900-01-01 12:00:00.000,1900-01-01 13:30:00.000,Mi�rcoles,58,12,12:00,13:30,0
9276,APC4,JPR,2do Cuatrimestre 2023,0,1900-01-01 13:30:00.000,1900-01-01 15:00:00.000,Mi�rcoles,58,12,13:30,15:00,0
9281,INA2,EP,2do Cuatrimestre 2023,0,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Mi�rcoles,58,160,13:00,14:30,0
9282,PNO,IA,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 14:00:00.000,Mi�rcoles,58,171,11:30,14:00,1
9283,CAN,EE,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 14:30:00.000,Mi�rcoles,58,101,11:30,14:30,1
9284,PNO,IA,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 16:30:00.000,Mi�rcoles,58,171,15:30,16:30,1
9285,CAN,EE,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,101,15:30,20:00,1
9286,APM,CMZ,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,104,18:30,20:00,0
9302,EAP2,IA,2do Cuatrimestre 2023,1,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,171,20:00,21:30,0
9332,EAP3,GT,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,17,10:00,11:30,0
9333,PTS,PC,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Jueves,58,195,11:30,13:00,0
9334,IPM,SB,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Jueves,58,127,10:00,11:30,0
9335,MEZ1,PC,2do Cuatrimestre 2023,0,1900-01-01 13:30:00.000,1900-01-01 15:00:00.000,Jueves,58,195,13:30,15:00,0
9336,PTS,PC,2do Cuatrimestre 2023,0,1900-01-01 15:00:00.000,1900-01-01 16:30:00.000,Jueves,58,195,15:00,16:30,0
9373,APT1,FR,2do Cuatrimestre 2023,1,1900-01-01 14:30:00.000,1900-01-01 16:00:00.000,Viernes,58,159,14:30,16:00,0
9374,EMO,TC,2do Cuatrimestre 2023,1,1900-01-01 13:30:00.000,1900-01-01 15:00:00.000,Viernes,58,23,13:30,15:00,0
9375,GRA,FR,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:30:00.000,Viernes,58,159,11:30,13:30,0
9376,GUIA,PAN,2do Cuatrimestre 2023,1,1900-01-01 10:30:00.000,1900-01-01 11:30:00.000,Viernes,58,122,10:30,11:30,0
9377,NTM1,PAN,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,122,11:30,13:00,0
9378,PTS,FR,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,58,159,10:00,11:30,0
9379,TCV2,TC,2do Cuatrimestre 2023,1,1900-01-01 15:00:00.000,1900-01-01 16:30:00.000,Viernes,58,23,15:00,16:30,0
9380,CTO2,TC,2do Cuatrimestre 2023,1,1900-01-01 16:30:00.000,1900-01-01 18:00:00.000,Viernes,58,23,16:30,18:00,0
9381,ORQ1,TC,2do Cuatrimestre 2023,1,1900-01-01 18:00:00.000,1900-01-01 19:30:00.000,Viernes,58,23,18:00,19:30,0
9382,APC1,CR,2do Cuatrimestre 2023,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Viernes,58,124,11:30,13:00,0
9383,INA1,CR,2do Cuatrimestre 2023,1,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Viernes,58,124,13:00,14:30,0
9384,TAVC,CR,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Viernes,58,124,10:00,11:30,0
9385,TRFC,PAN,2do Cuatrimestre 2023,1,1900-01-01 13:00:00.000,1900-01-01 14:30:00.000,Viernes,58,122,13:00,14:30,0
9164,TPR1,IA,1er. Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 10:30:00.000,Viernes,57,171,09:00,10:30,0
9391,PNO,PH,2do Cuatrimestre 2023,0,1900-01-01 11:00:00.000,1900-01-01 11:30:00.000,Viernes,58,204,11:00,11:30,1
9392,APM,DJ,2do Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 10:30:00.000,Jueves,58,6,09:00,10:30,0
9395,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 16:30:00.000,1900-01-01 17:30:00.000,Mi�rcoles,58,160,16:30,17:30,0
9396,TAM,SB,1er. Cuatrimestre 2023,0,1900-01-01 09:00:00.000,1900-01-01 10:30:00.000,Jueves,57,127,09:00,10:30,0
9397,PME2,SDD,2do Cuatrimestre 2023,1,1900-01-01 09:30:00.000,1900-01-01 11:00:00.000,Jueves,58,205,09:30,11:00,0
9399,PRO,SB,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Lunes,58,127,10:00,11:30,0
9400,PME,SDD,2do Cuatrimestre 2023,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,58,205,10:00,11:30,0
9401,APC1,GT,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,17,18:30,20:00,0
9402,LBC,PD,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Mi�rcoles,58,132,10:00,11:30,0
9405,PNOC,LP,2do Cuatrimestre 2023,0,1900-01-01 20:00:00.000,1900-01-01 21:30:00.000,Mi�rcoles,58,209,20:00,21:30,0
9406,PNOC,LP,2do Cuatrimestre 2023,0,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Martes,58,209,18:30,20:00,0
9407,PNO,LP,2do Cuatrimestre 2023,0,1900-01-01 18:00:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,209,18:00,20:00,1
9408,PNOC,GT,2do Cuatrimestre 2023,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,58,17,11:30,13:00,0
9412,LBC,PD,2do Cuatrimestre 2023,0,1900-01-01 10:00:00.000,1900-01-01 11:00:00.000,Viernes,58,132,10:00,11:00,0
9414,CAN,RC,2do Cuatrimestre 2023,1,1900-01-01 18:00:00.000,1900-01-01 18:30:00.000,Mi�rcoles,58,189,18:00,18:30,1
9417,GUIB,EP,2do Cuatrimestre 2023,0,1900-01-01 14:30:00.000,1900-01-01 15:30:00.000,Mi�rcoles,58,160,14:30,15:30,0
9418,GUIC,CMZ,2do Cuatrimestre 2023,0,1900-01-01 14:00:00.000,1900-01-01 15:30:00.000,Mi�rcoles,58,104,14:00,15:30,1
9421,NTM1,GT,Cuatrimestre Verano 2024,0,1900-01-01 12:00:00.000,1900-01-01 14:00:00.000,Jueves,59,17,12:00,14:00,0
9423,APC2,JPR,1er Cuatrimestre 2024,0,1900-01-01 12:00:00.000,1900-01-01 13:30:00.000,Lunes,60,12,12:00,13:30,0
9301,APC2,DJ,2do Cuatrimestre 2023,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Mi�rcoles,58,6,18:30,20:00,0
9410,PNO,GT,2do Cuatrimestre 2023,0,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Jueves,58,17,15:30,17:00,1
9424,APC3,JPR,1er Cuatrimestre 2024,0,1900-01-01 13:30:00.000,1900-01-01 15:00:00.000,Lunes,60,12,13:30,15:00,0
9425,GUIB,PAN,1er Cuatrimestre 2024,0,1900-01-01 11:00:00.000,1900-01-01 12:00:00.000,Lunes,60,122,11:00,12:00,0
9443,PNO,GT,1er Cuatrimestre 2024,1,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Lunes,60,17,10:00,11:30,1
9444,IPM,SB,1er Cuatrimestre 2024,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Lunes,60,127,17:00,18:30,0
9445,MEZ1,SB,1er Cuatrimestre 2024,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Lunes,60,127,11:30,13:00,0
9446,PR2,SB,1er Cuatrimestre 2024,1,1900-01-01 15:30:00.000,1900-01-01 17:00:00.000,Lunes,60,127,15:30,17:00,0
9447,TAM,SB,1er Cuatrimestre 2024,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Lunes,60,127,18:30,20:00,0
9448,PNO,IA,1er Cuatrimestre 2024,1,1900-01-01 17:00:00.000,1900-01-01 18:30:00.000,Lunes,60,171,17:00,18:30,1
9449,PNOC,IA,1er Cuatrimestre 2024,1,1900-01-01 18:30:00.000,1900-01-01 20:00:00.000,Lunes,60,171,18:30,20:00,0
9450,APT1,FR,1er Cuatrimestre 2024,1,1900-01-01 18:00:00.000,1900-01-01 19:30:00.000,Lunes,60,159,18:00,19:30,0
9451,MAS,PLR,1er Cuatrimestre 2024,1,1900-01-01 17:30:00.000,1900-01-01 19:00:00.000,Lunes,60,8,17:30,19:00,0
9452,MEZ2,PLR,1er Cuatrimestre 2024,1,1900-01-01 16:00:00.000,1900-01-01 17:30:00.000,Lunes,60,8,16:00,17:30,0
9453,MEZ3,PLR,1er Cuatrimestre 2024,1,1900-01-01 19:30:00.000,1900-01-01 21:00:00.000,Lunes,60,8,19:30,21:00,0
9454,PTS,FR,1er Cuatrimestre 2024,1,1900-01-01 19:30:00.000,1900-01-01 21:00:00.000,Lunes,60,159,19:30,21:00,0
9455,PNO,GT,1er Cuatrimestre 2024,1,1900-01-01 18:00:00.000,1900-01-01 20:00:00.000,Lunes,60,17,18:00,20:00,1
9456,IES,SB,1er Cuatrimestre 2024,1,1900-01-01 18:00:00.000,1900-01-01 20:00:00.000,Lunes,60,127,18:00,20:00,0
9457,PNOC,GT,1er Cuatrimestre 2024,1,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Lunes,60,17,11:30,13:00,0
9458,GRA,FR,1er Cuatrimestre 2024,1,1900-01-01 10:00:00.000,1900-01-01 12:00:00.000,Lunes,60,159,10:00,12:00,0
9459,APM,CR,1er Cuatrimestre 2024,0,1900-01-01 10:00:00.000,1900-01-01 11:30:00.000,Martes,60,124,10:00,11:30,0
9460,APC1,DJ,1er Cuatrimestre 2024,0,1900-01-01 11:30:00.000,1900-01-01 13:00:00.000,Martes,60,6,11:30,13:00,0
